id,actor_1_gender,actor_2_gender,actor_3_gender,actor_1_name,actor_2_name,actor_3_name,director_gender,director_name
262755,0,2,0,Danny Gutierrez,Dane Hanson,Mike Heim,0,Robert Kramer
32013,0,0,2,Bev Harris,Harri Hursti,James Naughton,0,Simon Ardizzone
319998,1,0,2,Alba Rohrwacher,Emily Ferratello,Lars Eidinger,0,Laura Bispuri
32556,2,0,2,Jamie Foxx,Emily Ferratello,Lars Eidinger,2,Chuck Vinson
79644,0,0,2,Godfrey,Emily Ferratello,Lars Eidinger,2,Chuck Vinson
402042,2,0,0,Salman Rushdie,Orhan Pamuk,Cees Nooteboom,0,José Luis López-Linares
180859,1,2,2,Isabella Ferrari,Jean-Marc Barr,Luca Argentero,0,Paolo Franchi
238475,1,1,0,Desiree Hall,Samantha Colburn,Eddie Ritchard,2,Jason Friedberg
179573,1,0,0,Marie-Evelyne Lessard,Marc-André Brunet,Normand Daoust,0,Martin Laroche
35297,1,1,1,Noomi Rapace,Trine Dyrholm,Sofie Gråbøl,0,Simon Staho
5856,0,0,1,Øyvin Bang Berven,John Ege,Amanda Ooms,2,Svend Wam
182583,1,0,2,Michelle Harrison,Kirk Caouette,Paul McGillion,0,Kirk Caouette
66623,0,0,2,Megan Edwards,Virgil Mignanelli,Benjamin Burdick,0,Richard W. Bean
190967,2,2,2,J.K. Simmons,Tim Allen,Scott Caan,0,Michelle Schumacher
142093,1,0,0,Seong Hyeon-a,Jo Dong-hyuk,Kim Ye-ryeong,0,Kim Eun-tae
118946,2,0,2,Jakob Cedergren,Laura Bach,Lars Mikkelsen,2,Birger Larsen
80670,0,0,0,Pyotr Zaychenko,Mikhail Protsko,Lidiya Bairashevskay,0,Vyacheslav Ross
99758,2,1,2,Jason Clarke,Emma Booth,David Lyons,2,Craig Lahiff
47397,1,2,0,Christina Lindberg,Stellan Skarsgård,Danièle Vlaminck,0,Torgny Wickman
92391,2,0,1,Ashley Walters,Riann Steele,Lily Loveless,0,Nirpal Bhogal
25356,1,2,0,Amanda Crew,Ryan Kennedy,Moneca Delain,0,Steve Woo
57733,0,0,2,Tracy Teague,Mathew J. Wright,Vince Eustace,0,David A. Cross
68551,2,2,2,Mickey Rourke,Eugene Bervoets,Andrew Howard,2,Erik Van Looy
56296,0,2,2,Faith Granger,Eugene Bervoets,Andrew Howard,0,Faith Granger
49261,2,2,2,Vinnie Jones,Tony Schiena,Rashad Evans,2,Daniel Zirilli
17144,2,1,1,Desmond Harrington,Lea Thompson,Julie Mond,2,Scott Ziehl
27391,2,1,2,Jack Coleman,Holly Elissa Lamaro,Tyler Johnston,2,Paul Ziller
34989,0,0,0,Nina Ivanišin,Peter Musevski,Primož Pirnat,0,Damjan Kozole
20782,2,2,0,Michael Madsen,David Carradine,Michael Blain-Rozgay,0,Parviz Saghizadeh
61999,2,0,0,Bogusław Linda,Agnieszka Włodarczyk,Michael Blain-Rozgay,0,Maciej Slesicki
59317,0,0,0,Emily Haack,Tommy Biondo,Michael Blain-Rozgay,0,Eric Stanze
48837,2,2,2,Tracey Walter,Arlen Escarpeta,Larry Cedar,0,Scott Leberecht
41203,1,2,1,America Olivo,Christian Campbell,Mink Stole,2,Robert A. Masciantonio
35733,2,2,1,Shane Ryan,Christian Campbell,Mink Stole,2,Shane Ryan
35730,1,2,1,Regan Reese,Christian Campbell,Mink Stole,2,Shane Ryan
35731,1,2,1,Regan Reese,Christian Campbell,Mink Stole,2,Shane Ryan
55774,0,0,0,Amy Cater,Rupert Owen,Jimstar,0,Anna Brownfield
93685,1,0,2,Ellen van der Koogh,Nienke Brinkhuis,Danny de Kok,0,Stephan Brenninkmeijer
65626,1,0,2,Ellen van der Koogh,Nienke Brinkhuis,Danny de Kok,0,Vsevolod Plotkin
46927,0,0,0,Rasmus Kaljujärv,Doris Tislar,Marilyn Jurman,0,René Vilbre
27595,2,2,2,Paul Hogan,Shane Jacobson,Roy Billing,2,Dean Murphy
22745,2,1,2,Lance Henriksen,Kailin See,David Kopp,2,Jesse James Miller
41182,1,2,2,Kelly Adams,Josh Dallas,Henry Garrett,2,Thomas Jahn
132765,2,2,1,Travis Wester,Ian Reed Kesler,Mircea Monroe,0,Adam Meyerowitz
347757,0,1,1,Christopher Wiehl,Kym Jackson,Samantha Smith,0,Padraig Reynolds
248781,0,0,1,Ali Arslan,Ilker Arslan,Anastasia Baranova,0,Maria Ivanova
123858,0,1,2,Sean Galuszka,Natalie Avital,Richard Alan Brown,0,Thomas Jason Davis
310602,0,0,2,Casper Christensen,Frank Hvam,Adam Levine,0,Mikkel Nørgaard
211505,0,0,0,Elcin Atamgüc,Nihan Aypolat,Pervin Bagdat,2,Hasan Karacadag
362736,0,1,2,Liv Collins,Sarah Power,Timothy Burd,0,Jesse Thomas Cook
300402,0,0,0,Said Bey,Younes Bouab,Rafik Boubker,0,Brahim Chkiri
381767,1,0,0,Ellen Dorrit Petersen,Cosmina Stratan,Peter Christoffersen,0,Ali Abbasi
161915,0,0,0,Leo Braudy,Robert Kramer,Peter Christoffersen,0,Robert Kramer
50181,1,0,0,Brigitte Helm,Antonin Artaud,Pierre Alcover,2,Marcel L'Herbier
278924,2,1,2,Jason Statham,Jessica Alba,Tommy Lee Jones,2,Dennis Gansel
26911,2,1,0,David Tennant,Kate Ashfield,Claire Goose,2,Christopher Menaul
374471,1,2,0,Lucie Lucas,Anton Yelchin,Paulo Calatré,0,Gabe Klinger
86096,0,2,0,Axel Bogousslavsky,Daniel Gélin,Tatiana Moukhine,1,Marguerite Duras
57395,1,0,0,Cao Yindi,Hsin-i Chang,Dan-qing Chen,0,Jia Zhangke
355998,1,0,0,Josie Ho,Shô Nishino,Choi Woo-shik,0,Eric Khoo
42084,2,1,2,John Lynch,Helen Mirren,Donal McCann,2,Pat O'Connor
369019,2,0,0,Warren Brown,Georgia Maguire,Steve Oram,2,Justin Hardy
199929,2,1,0,Aidan Gillen,Claire Keelan,Zoe Tay,0,Joe Lawlor
376482,2,1,0,Tom Segura,Claire Keelan,Zoe Tay,0,Jay Karas
332285,1,1,1,Natasha Lyonne,Chloë Sevigny,Meg Tilly,0,Danny Perez
294795,2,1,2,Jamie Dornan,Sarah Gadon,Aaron Paul,2,Alexandre Aja
333484,2,2,2,Denzel Washington,Chris Pratt,Ethan Hawke,2,Antoine Fuqua
225534,0,2,1,Jane Arden,David de Keyser,Ann Lynn,0,Jack Bond
405325,0,2,1,Dwayne Perkins,David de Keyser,Ann Lynn,0,Ian Harris
407375,2,2,2,Billy Zane,Chad Michael Collins,Dennis Haysbert,2,Don Michael Paul
407455,2,2,2,Olivier Gruner,Patrick Kilpatrick,Martin Kove,2,Art Camacho
266400,0,2,0,Ned Dennehy,Jeremy Swift,Karl Theobald,0,James Rouse
401123,2,2,2,Manu Bennett,Larenz Tate,Linden Ashby,2,Nicholas Gyeney
56552,0,2,2,Gretchen Mol,Chris Klein,Zach Mills,0,Brent Shields
42560,1,2,2,Sylvia Chang,Esai Morales,Collin Chou,0,Frank Lin
319092,0,0,0,Fedor Alexandrovich,Andrei Alexandrovich,Igor Alexandrovich,0,Chad Gracia
404117,0,0,0,Fedor Alexandrovich,Andrei Alexandrovich,Igor Alexandrovich,0,Tzachi Schiff
377516,2,2,2,Luke Treadaway,Will Merrick,Kevin Bishop,0,Brian Welsh
129006,2,2,2,Richard Thomas,Gerald McRaney,Jonathan Banks,2,Marcus Cole
20583,1,2,2,Erin Cottrell,Dale Midkiff,Logan Bartholomew,2,Michael Landon Jr.
30975,1,1,2,Erin Cottrell,Holliston Coleman,Victor Browne,2,Mark Griffiths
49857,1,1,2,Erin Cottrell,Scout Taylor-Compton,Dale Midkiff,2,Harvey Frost
21636,1,1,2,Sarah Jones,Haylie Duff,Jordan Bridges,2,Lou Diamond Phillips
25182,1,1,2,Sarah Jones,Haylie Duff,Jordan Bridges,2,David S. Cass Sr.
81450,2,1,1,Wes Brown,Julie Mond,Abigail Mavity,2,David S. Cass Sr.
87311,2,1,2,Wes Brown,Cheryl Ladd,Bruce Boxleitner,2,Bradford May
32147,0,2,0,Dennis Alwood,Carmen Argenziano,Daryl Bartley,0,Steven Hahn
270774,2,2,1,Jackie Chan,Johnny Knoxville,Fan Bingbing,2,Renny Harlin
33317,0,2,1,G. Sacco Albanese,Johnny Knoxville,Fan Bingbing,0,William K.L. Dickson 
144421,0,0,1,Emil Skladanowsky,Max Skladanowsky,Fan Bingbing,0,Max Skladanowsky
29890,2,2,1,Marc Singer,Matthias Hues,Rochelle Swanson,2,Fred Olen Ray
99313,0,2,2,Evelyne Bouix,Jacques Villeret,Francis Huster,2,Claude Lelouch
207413,0,2,2,Neil Platt,Jacques Villeret,Francis Huster,0,Morag McKinnon
380856,2,2,2,Danny A. Abeckaser,Bob Saget,Michael Rapaport,0,Mike Young
308174,2,2,2,Kostja Ullmann,Alexander Beyer,Frederick Lau,0,Sinan Akkuş
407613,2,2,2,Brian Posehn,Alexander Beyer,Frederick Lau,2,Brian Posehn
376867,2,2,1,Trevante Rhodes,André Holland,Naomie Harris,2,Barry Jenkins
271706,0,0,0,Ji Guanlin,Pan Shulan,Su Shangqing,0,Liang Xuan
348668,2,2,2,Nikolaj Lie Kaas,Fares Fares,Søren Pilmark,0,Hans Petter Moland
322903,0,0,0,Curtiss Cook Jr.,Kerwin Johnson Jr.,Annie Grier,0,Jay Dockendorf
19723,2,2,0,Steve Pemberton,Reece Shearsmith,Bruno Langley,2,Steve Bendelack
71559,0,1,2,Clara Augarde,Lio,Stefano Cassetti,1,Katell Quillévéré
87343,1,2,1,Faith Ford,Tim Matheson,Florence Henderson,2,James Keach
82686,1,2,1,Angelina Jolie,Pierce Brosnan,Jane Goodall,2,Lorenz Knauer
267497,0,2,2,Ed Bishop,Michael Billington,George Sewell,0,David Lane
267506,0,2,1,Ed Bishop,George Sewell,Gabrielle Drake,0,David Lane
260916,0,2,2,Don Mason,Robert Easton,Ray Barrett,2,David Elliott
69870,1,2,1,Kathryn Harrold,Zeljko Ivanek,Shirley Knight,2,Roger Christian
82405,0,1,1,Karim Saleh,Hafsia Herzi,Hiam Abbass,0,Abbas Fahdel
134390,2,2,0,Rob Lowe,Gale Hansen,Tracy Griffith,2,Shimon Dotan
389868,2,1,2,Ryu Seung-ryong,Shim Eun-kyung,Lee Joon,0, Yeon Sang-Ho
294047,1,0,2,Johanna Braddy,Lili Mirojnick,Morgan Krantz,0,Mark Edwin Robinson
36926,0,0,2,Israel Rivera,Lili Mirojnick,Morgan Krantz,1,Rory Kennedy
138543,0,0,2,Israel Rivera,Lili Mirojnick,Morgan Krantz,0,Eliaichi Kimaro
228034,2,2,2,William Forsythe,Joe Mantegna,Paul Sorvino,2,Martin Guigui
381044,2,2,2,Paul Williams,Sonny Shroyer,Paul Sorvino,0,Jesse Moss
330982,1,2,2,Bérénice Bejo,Liam Cunningham,Robert Pattinson,2,Brady Corbet
358332,2,0,2,Pierre Bokma,Reinout Scholten van Aschat,Robert Pattinson,0,Mathieu Auvray
77660,2,0,0,Őze Lajos,László Márkus,Ferenc Bencze,2,Zoltán Fábri
88558,1,2,0,Virginia McKenna,Peter Finch,Kenji Takagi,2,Jack Lee
26945,0,0,0,Sakura Tange,Aya Hisakawa,Junko Iwao,0,Morio Asaka
91921,0,0,0,Thor Aackerlund,Harry Hong,Jonas Neubauer,0,Adam Cornelius
381356,0,0,0,Pierre Niney,François Civil,Igor Gotesman,0,Igor Gotesman
213681,2,2,1,Zach Galifianakis,Owen Wilson,Kristen Wiig,2,Jared Hess
347763,2,0,0,Robert Hands,Evan Bendall,Micahela Prchalova,0,Ruth Platt
63959,0,0,2,Hal Reed,Bob Jones,Ray Lynch,2,Tom Hanson
21837,2,0,0,Alexander Chaplin,Joe Hackett,Scott Haze,2,John Murlowski
332212,1,2,2,Olivia d'Abo,Wallace Shawn,James Arnold Taylor,0,Jason Murphy
393841,2,0,0,Vijay Deverakonda,Ritu Varma,Nandoo,0,Tharun Bhascker Dhaassyam
36375,2,2,1,Dana Andrews,Farley Granger,Joan Evans,2,Mark Robson
85814,1,2,0,Bonita Granville,Kent Smith,Jean Brooks,2,Mark Robson
172104,1,0,2,Constance Cummings,Russ Columbo,Paul Kelly,0,Lowell Sherman
68139,2,2,0,Michael Gambon,David Thewlis,Jean Anderson,0,Conor McPherson
376651,2,2,2,Rico Rodriguez,Efren Ramirez,Valente Rodriguez,0,Carmen Marron
300596,2,1,2,Raúl Arévalo,Inma Cuesta,Alberto San Juan,0,Álvaro Fernández Armero
247773,2,1,1,Ben Lyon,Constance Cummings,Thelma Todd,2,Edward Buzzell
248694,2,0,1,Sean Paul Lockhart,Rob Moretti,Blanche Baker,0,Rob Moretti
376581,2,1,1,Jason Biggs,Janet Montgomery,Jenny Mollen,1,Lisa Addario
392572,2,1,1,Akshay Kumar,Ileana D'Cruz,Esha Gupta,0,Tinu Suresh Desai
340213,0,0,0,Dan Rickard,Chris Wandell,Samantha Bolter,0,Dan Rickard
342562,2,0,0,Stephen Fry,Chris Wandell,Samantha Bolter,0,Mark Brownlow
44902,2,1,2,Stewart Granger,Jean Simmons,Bill Travers,2,Arthur Lubin
232860,0,1,2,John Hubbard,Wendy Barrie,Edgar Kennedy,2,Arthur Lubin
404141,2,0,0,Nick Cave,Susie Bick,Earl Cave,2,Andrew Dominik
176568,0,0,0,Marianne Mardi,Mauritz Åkerman,Ismo Saario,0,Teuvo Tulio
126402,0,0,0,Marianne Mardi,Mauritz Åkerman,Ismo Saario,0,Robert Kramer
336220,0,0,0,Mark Kelley,Lisa Allen James,Ismo Saario,0,Roberto Minervini
324345,0,0,0,Mark Kelley,Lisa Allen James,Ismo Saario,0,Jack Pettibone Riccobono
347751,0,2,0,PJ McCabe,Sean Carrigan,Sarah Baldwin,0,Victor Zarcoff
313297,2,1,1,Art Parkinson,Charlize Theron,Rooney Mara,2,Travis Knight
358243,0,0,0,Dorna Dibaj,Fariba Kamran,Dorsa Khanmohammad,0,Sina Ataeian Dena
164580,0,0,0,Dorna Dibaj,Fariba Kamran,Dorsa Khanmohammad,2,Ken Loach
381255,2,1,1,Guillaume Gallienne,Adèle Exarchopoulos,Stéphanie Cléau,0,Pierre Godeau
274902,1,1,2,Maxine Peake,Christine Bottomley,Blake Harrison,0,Steve Reeves
95610,1,2,2,Renée Zellweger,Colin Firth,Patrick Dempsey,1,Sharon Maguire
283552,2,1,1,Michael Fassbender,Alicia Vikander,Rachel Weisz,2,Derek Cianfrance
377264,1,1,1,Kate Mara,Anya Taylor-Joy,Rose Leslie,2,Luke Scott
317557,0,2,1,Madina Nalwanga,David Oyelowo,Lupita Nyong'o,1,Mira Nair
296524,2,2,2,Mark Wahlberg,Kurt Russell,John Malkovich,2,Peter Berg
283366,1,2,2,Eva Green,Asa Butterfield,Samuel L. Jackson,2,Tim Burton
346685,1,1,1,Emily Blunt,Haley Bennett,Rebecca Ferguson,2,Tate Taylor
369883,2,1,2,Griffin Gluck,Lauren Graham,Rob Riggle,2,Steve Carr
302946,2,1,2,Ben Affleck,Anna Kendrick,J.K. Simmons,2,Gavin O'Connor
339927,2,1,2,Kevin Hart,Halle Berry,Don Cheadle,2,Tim Story
343010,0,1,1,Greg Stuhr,Alicja Bachleda-Curuś,Camilla Belle,0,Jenna Ricker
8893,0,1,1,Greg Stuhr,Alicja Bachleda-Curuś,Camilla Belle,0,Daniel LeConte
292948,1,0,0,Catherine Mouchet,Pénélope Puymirat,Cyril Corral,0,Pola Rapaport
181553,1,2,2,Patty Duke,James Farentino,Martin Balsam,2,Fred Coe
380879,2,0,0,François Damiens,Vincent Macaigne,Veerle Baetens,0,Dominik Moll
376847,2,1,0,Jung Woo-sung,Kim Ha-neul,On Ju-wan,0,Lee Yoon-jeong-II
381418,0,0,0,Harshvardhan Rane,Mawra Hocane,On Ju-wan,0,Radhika Rao
296865,1,0,2,Veronica Falcón,Jana Raluy,Sebastián Aguirre,2,Rodrigo Plá
394051,1,0,2,Ruby Lin,Tony Yo-ning Yang,Simon Yam,2,Raymond Yip Wai-Man
379887,1,2,2,Lee Mi-yeon,Yoo Ah-In,Kim Joo-hyuk,0,Hyeon-jin Park
298721,0,0,0,Jenjira Pongpas,Banlop Lomnoi,Jarinpattra Rueangram,2,Apichatpong Weerasethakul
382399,1,2,1,Keenan Kampa,Nicholas Galitzine,Jane Seymour,2,Michael Damian
247414,0,0,0,Cut Mini Theo,Tora Sudiro,Surya Saputra,0,Nia Dinata
385962,1,2,2,Im Soo-jung,Lee Jin-wook,Jo Jung-suk,0,Kwak Jae-yong
394170,2,2,2,Lee Je-hoon,Kim Sung-kyun,Park Geun-hyung,0,Kwak Jae-yong
39061,0,0,0,Nicholas Saputra,Lukman Sardi,Surya Saputra,0,Riri Riza
286239,0,0,0,Cut Mini Theo,Tora Sudiro,Surya Saputra,0,Nia Di Nata
391629,0,1,0,Tiger Shroff,Shraddha Kapoor,Sunil Grover,0,Sabbir Khan
317930,0,0,0,Omar Chaparro,Joey Morgan,Aislinn Derbez,0,Enrique Begné
373200,0,0,1,Wang Baoqiang,Liu Haoran,Tong Liya,0,Chen Sicheng
393441,2,2,1,John Abraham,Varun Dhawan,Jacqueline Fernandez,2,Rohit Dhawan
400247,2,1,0,Nani,Surabhi,Niveda Thomas,2,Mohana Krishna Indraganti
347126,1,1,2,Hayley Orrantia,Melissa Joan Hart,Jesse Metcalfe,2,Harold Cronk
294221,2,0,0,David Hockney,Arthur Lambert,Colin Self,0,Randall Wright
391779,2,0,2,Akshay Kumar,Abhishek Bachchan,Ritesh Deshmukh,2,Sajid
366080,2,0,2,Rajinikanth,Radhika Apte,Dinesh Ravi,2,Pa. Ranjith
390437,1,2,2,Kareena Kapoor,Amitabh Bachchan,Arjun Kapoor,0,R. Balki
406429,2,1,0,Jet Li,Fan Bingbing,Huang Xiaoming,0,Koan Hui On
402672,2,1,2,Hrithik Roshan,Pooja Hegde,Kabir Bedi,2,Ashutosh Gowariker
260240,0,2,0,Ario Bayu,Didi Petet,Tara Basro,0,Putrama Tuta
407887,2,2,2,Lee Jung-jae,Liam Neeson,Lee Beom-soo,2,John H. Lee
358505,0,0,0,María Nieves Rego,Juan Carlos Copes,Pablo Verón,0,German Kral
384641,0,0,0,Kang Ha-na,Choi Ri,Seo Mi-ji,2,Cho Jung-rae
384573,2,2,2,Andrew Bolton,Wong Kar-wai,Karl Lagerfeld,2,Andrew Rossi
137072,2,0,2,Edward Hogg,Elisa Lasowski,Nathan Stewart-Jarrett,0,Tom Shkolnik
206328,2,1,0,Kirk Cameron,Chelsea Noble,John de Lancie,0,Tom Shkolnik
41844,2,1,0,Kirk Cameron,Chelsea Noble,John de Lancie,2,David Yates
110130,2,2,2,Joe Lara,Evan Lurie,William Sanderson,2,Richard Pepin
378195,1,0,0,Audra McDonald,David Michael Cefalu,Katie Lynn Cotaya,2,Lonny Price
72640,0,0,0,Louise Myers,Jean MacMurray,Jerry Philips,2,Wilfred Jackson
342588,2,0,2,Ayumu Murase,Yoshimasa Hosoya,Akio Ohtsuka,0,Ryoutarou Makihara
225038,0,0,0,Arseniy Bibikov,V. Glinskaya,Ivan Gorskij,2,Yevgeni Bauer
146893,2,1,0,Matthias Schoenaerts,Laura Verlinden,Peter van den Eede,0,Tom Van Avermaet
346564,2,1,0,Matthias Schoenaerts,Laura Verlinden,Peter van den Eede,0,Bruno Lavaine
368942,1,1,2,Cynthia Nixon,Jennifer Ehle,Keith Carradine,2,Terence Davies
407518,2,1,2,Luke Mably,Ana Ularu,Harvey Keitel,0,Jasmin Dizdar
331583,2,1,1,Keanu Reeves,Renée Zellweger,Gugu Mbatha-Raw,1,Courtney Hunt
348677,1,2,1,Maria Palm,Ed Skrein,Charlotte Tomaszewska,2,Mads Matthiesen
267800,1,2,2,Camilla Belle,Jordi Mollà,Devon Werkheiser,2,Fernando Lebrija
340485,1,2,1,Sasha Lane,Shia LaBeouf,Riley Keough,1,Andrea Arnold
409676,1,2,1,Sasha Lane,Shia LaBeouf,Riley Keough,0,Allan Francovich
139521,1,2,2,Anushka Sharma,Imran Khan,Pankaj Kapur,2,Vishal Bhardwaj
411711,1,2,2,Anushka Sharma,Imran Khan,Pankaj Kapur,2,Vishal Bhardwaj
245622,0,0,0,Gil Scott-Heron,Glen 'Astro' Turner,Gia Scott-Heron,2,Robert Mugge
231020,2,0,0,Valerio Mastandrea,Bassirou Ballde,Gia Scott-Heron,0,Daniele Gaglianone
403936,0,0,0,Deon Cole,Bassirou Ballde,Gia Scott-Heron,0,Marcus Raboy
297399,2,0,0,Artie Lange,Bassirou Ballde,Gia Scott-Heron,0,Ryan Polito
262786,2,1,0,Francesco Pannofino,Sarah Maestri,Mattia Zaccaro,2,Giulio Base
231145,2,1,0,Tom Papa,Sarah Maestri,Mattia Zaccaro,0,Jay Chapman
370664,1,1,0,Judith O'Dea,Sarah Nicklin,Hannah Johnson,0,Mark W. Curran
27605,1,0,1,Pilar López de Ayala,Verónica Sánchez,Gabriella Pession,0,Emilio Martínez Lázaro
267590,0,0,1,Samuel Fuller,Verónica Sánchez,Gabriella Pession,0,Emil Weiss
49199,2,0,1,Ekin Cheng,Cecilia Cheung,Kelly Lin,0,Andrew Lau
378450,0,0,0,Naomi Velissariou,Daniil Vorobyov,Koosje Bulens,0,Paloma Aguilera Valdebenito
261872,2,0,2,Harry Secombe,Maggie Fitzgibbon,John Meillon,0,James Gilbert
374003,2,0,2,Harry Secombe,Maggie Fitzgibbon,John Meillon,0,Pieter van Huystee
21799,2,1,2,Donovan Leitch,Jill Schoelen,Brad Pitt,2,Rospo Pallenberg
78715,2,1,2,Donovan Leitch,Jill Schoelen,Brad Pitt,0,Ivan Sen
86970,1,2,1,Tracy Pollan,Gil Bellows,Carly Pope,2,Russell Mulcahy
218408,2,1,1,Jonathan Jackson,JoBeth Williams,Carly Pope,2,Eric Laneuville
63877,1,1,1,Jennifer Aspen,Jessica Collins,Samantha Ferris,1,Susan Seidelman
42944,1,1,2,Smith Cho,Shannon Lucio,Christopher Gessner,0,David VonAllmen
53245,1,2,0,Carly Pope,Marc Menard,Adam O'Byrne,2,Paul Ziller
52925,1,1,2,Carly Pope,Christine Baranski,Bobby Cannavale,2,Sheldon Larry
100490,1,2,1,Joanne Whalley,Timothy Dalton,Annabeth Gish,2,John Erman
267802,1,0,0,Sandra Echeverría,Osvaldo de León,Héctor Jiménez,0,Christopher Hool
258026,1,0,0,Olga Karlatos,George Dialegmenos,Dimitris Poulikakos,0,Nikos Panayotopoulos
237506,2,0,0,Vangelis Mourikis,Minas Hatzisavvas,Evangelia Adreadaki,0,Nikos Grammatikos
15959,2,1,0,Søren Pilmark,Louise Mieritz,Søren Fauli,0,Anders Rønnow Klarlund
202764,2,1,0,Nikos Kourkoulos,Mairi Hronopoulou,Giannis Voglis,0,Vasilis Georgiadis
47234,0,0,0,Renos Haralambidis,Yannis Bostantzoglou,Dimitra Papadima,0,Renos Haralambidis
64961,1,0,0,Senta Berger,Giuliano Gemma,Frank Wolff,2,Pasquale Festa Campanile
75452,2,0,1,Ingar Helge Gimle,Kjersti Holmen,Ane Dahl Torp,0,Per-Olav Sørensen
2324,2,2,2,Armin Mueller-Stahl,Trevor Morgan,Ray Liotta,2,George Gallo
374617,2,1,2,Daniel Radcliffe,Toni Collette,Tracy Letts,0,Daniel Ragussis
361069,1,1,2,Jade Sakori,Sivan Noam Shimon,Dvir Benedek,1,Michal Vinik
378503,0,0,0,Omar Adilov,Timur Aidarbekov,Madiyar Aripbay,0,Emir Baigazin
383064,0,1,0,Astrid Whettnall,Pauline Burlet,Patricia Ide,2,Rachid Bouchareb
278738,0,0,0,Nigel DeFriez,Robert Malone,Kira Pearson,1,Bruce Bundy
205361,2,2,1,Jeffrey Wright,Terrence Howard,CCH Pounder,2,Clark Johnson
339792,2,2,0,Ricky Gervais,Ben Bailey Smith,Rebecca Gethings,2,Ricky Gervais
44749,2,2,1,Saif Ali Khan,John Abraham,Deepika Padukone,2,Abbas Alibhai Burmawalla
28340,0,1,1,Noel Peters,Melissa Moore,Savannah,2,Adam Rifkin
39449,2,2,1,Joe Lara,Bo Svenson,Stacie Foster,2,Paul G. Volk
37020,2,2,1,Joe Lara,Bo Svenson,Stacie Foster,2,Paul G. Volk
270851,1,2,2,Shannen Doherty,Jason Brooks,Zack Ward,0,Jason Cullen Bressack
86713,0,0,0,Francesco Mistichelli,Elena Cucci,Alfio Alessi,0,Denis Rabaglia
61686,0,0,0,Morjana Alaoui,Matthieu Boujenah,Alfio Alessi,0,Laïla Marrakchi
47325,0,0,0,Anas El Baz,Mohamed Benbrahim,Omar Lotfi,0,Nour Eddine Lakhmari
134908,0,0,0,Abdelhakim Rachid,Abdelilah Rachid,Hamza Souideq,0,Nabil Ayouch
186372,0,0,0,Abdelhakim Rachid,Abdelilah Rachid,Hamza Souideq,0,Robert Kramer
261581,2,0,0,Louis C.K.,Abdelilah Rachid,Hamza Souideq,2,Louis C.K.
407897,2,0,0,Louis C.K.,Abdelilah Rachid,Hamza Souideq,0,Byrd McDonald
36918,2,0,0,Jan Werich,Nataša Gollová,František Černý,2,Martin Frič
375950,0,1,1,François Cluzet,Marianne Denicourt,Isabelle Sadoyan,0,Thomas Lilti
383559,0,2,2,Lukas Turtur,Philipp Hochmair,Thomas Stipsits,0,Klaus Händl
305956,0,2,1,T Bone Burnett,Elvis Costello,Rhiannon Giddens,2,Sam Jones
74199,0,2,0,Jakub Špalek,Josef Abrhám,Sylva Tománková,2,Jan Hřebejk
369443,0,0,1,Joo Won,Yoo Hae-jin,Lee You-young,2,Yun Jun-hyung
140380,2,1,0,Jin Goo,Han Hye-jin,Im Seul-ong,0,Cho Keun-Hyun
381034,2,1,0,Christopher Lloyd,Laura Fraser,Max Records,2,Billy O'Brien
247488,0,1,0,Eddie Guerrero,Laura Fraser,Max Records,2,Billy O'Brien
407048,2,2,2,Scott Hall,Kevin Nash,Vince McMahon,0,Kevin Dunn
144105,0,2,2,Frankie Boyle,Kevin Nash,Vince McMahon,0,Kevin Dunn
287603,0,2,2,Eddie Pepitone,Kevin Nash,Vince McMahon,2,Steven Feinartz
48250,2,0,0,Corrado Guzzanti,Marco Marzocca,Caterina Guzzanti,2,Corrado Guzzanti
279842,0,0,0,Gian Maria Volonté,Marco Marzocca,Caterina Guzzanti,0,Virginia Onorato
142966,2,0,0,Dave Attell,Marco Marzocca,Caterina Guzzanti,0,Nick McKinney
347105,2,0,0,Dave Attell,Marco Marzocca,Caterina Guzzanti,0,Nick McKinney
336736,0,0,0,Chris D'Elia,Marco Marzocca,Caterina Guzzanti,2,Bill D'Elia
33495,2,2,0,Diego Abatantuono,Dino Abbrescia,Anna Maria Barbera,2,Carlo Vanzina
246829,2,0,2,Diego Abatantuono, Simona Caramelli,Ugo Conti,0,Francesco Calogero
239783,2,2,1,Silvio Orlando,Diego Abatantuono,Valentina Cervi,0,Davide Ferrario
77137,2,0,1,Diego Abatantuono,Zuleica Dos Santos,Irene Grandi,0,Giovanni Veronesi
77147,2,2,1,Diego Abatantuono,Corso Salani,Anna Falchi,0,Marco Risi
46028,2,1,2,Diego Abatantuono,Valeria Golino,Claudio Bisio,0,Gabriele Salvatores
58773,2,1,1,Diego Abatantuono,Fabrizio Bentivoglio,Laura Morante,0,Gabriele Salvatores
41583,2,1,1,Diego Abatantuono,Fabrizio Bentivoglio,Cristina Marsillach,0,Gabriele Salvatores
124202,0,2,2,Giorgio Bracardi,Renzo Montagnani,Andy Luotto,0,Francesco Massaro
73755,2,1,2,Diego Abatantuono,Isabella Ferrari,Lino Troisi,2,Carlo Vanzina
38289,2,0,0,Diego Abatantuono,Massimo Boldi,Teo Teocoli,2,Carlo Vanzina
